"ITTER107","Territory","TIPO_DATO_AVQ","Data type","MISURA_AVQ","Measure","TIME","Select time","Value","Flag Codes","Flags"
"ITF3","Campania","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2018","2018",8.6,,
"ITF3","Campania","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2019","2019",7.7,,
"ITG","Isole","AVTYPE_H60OVER_M","male","THV","thousands value","2018","2018",133,,
"ITG","Isole","AVTYPE_H60OVER_M","male","THV","thousands value","2019","2019",145,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",3.5,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",3.9,,
"ITFG","Mezzogiorno","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2018","2018",28.9,,
"ITFG","Mezzogiorno","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2019","2019",29.4,,
"ITF2","Molise","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",18,,
"ITF2","Molise","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",17,,
"ITD3","Veneto","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2018","2018",75.8,,
"ITD3","Veneto","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2019","2019",76.4,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",2,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_HNOCHI","couples without children","THV","thousands value","2018","2018",131,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_HNOCHI","couples without children","THV","thousands value","2019","2019",127,,
"ITC4","Lombardia","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",188,,
"ITC4","Lombardia","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",197,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",56,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",57.3,,
"ITC","Nord-ovest","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",16,,
"ITC","Nord-ovest","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",15.3,,
"ITE4","Lazio","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",136,,
"ITE4","Lazio","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2019","2019",143,,
"ITE2","Umbria","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",25,,
"ITE2","Umbria","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2019","2019",28,,
"ITD3","Veneto","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",226,,
"ITD3","Veneto","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",234,,
"ITF5","Basilicata","AVTYPE_H60OVER_M","male","THV","thousands value","2018","2018",11,,
"ITF5","Basilicata","AVTYPE_H60OVER_M","male","THV","thousands value","2019","2019",12,,
"ITD2","Provincia Autonoma Trento","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",5.5,,
"ITD2","Provincia Autonoma Trento","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",5.6,,
"ITG","Isole","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",55.4,,
"ITG","Isole","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",55.4,,
"ITF5","Basilicata","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",69.9,,
"ITF5","Basilicata","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",75.8,,
"6","until 2,000 inhab.","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2018","2018",4,,
"6","until 2,000 inhab.","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2019","2019",4.5,,
"ITE4","Lazio","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2018","2018",36.1,,
"ITE4","Lazio","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2019","2019",36.5,,
"ITC3","Liguria","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2018","2018",39,,
"ITC3","Liguria","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2019","2019",39.4,,
"ITG","Isole","AVTYPE_COMP","average number of members","AVE","average","2018","2018",2.4,,
"ITG","Isole","AVTYPE_COMP","average number of members","AVE","average","2019","2019",2.4,,
"ITFG","Mezzogiorno","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",450,,
"ITFG","Mezzogiorno","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2019","2019",437,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",16,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",18,,
"ITC","Nord-ovest","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",733,,
"ITC","Nord-ovest","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",692,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",38.7,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",37.1,,
"ITF","Sud","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2018","2018",6.1,,
"ITF","Sud","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2019","2019",5.9,,
"ITG2","Sardegna","AVTYPE_HONEP","one parent","THV","thousands value","2018","2018",78,,
"ITG2","Sardegna","AVTYPE_HONEP","one parent","THV","thousands value","2019","2019",95,,
"ITE2","Umbria","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2018","2018",35.4,,
"ITE2","Umbria","HOUSE_1PBIS","single persons","HSC_F","per 100 households with the same characteristics","2019","2019",35.5,,
"9","50,001 inhab. and over","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",5,,
"9","50,001 inhab. and over","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",4.8,,
"2","metropolitan area - centre","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2018","2018",832,,
"2","metropolitan area - centre","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2019","2019",848,,
"9","50,001 inhab. and over","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",222,,
"9","50,001 inhab. and over","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",215,,
"ITC4","Lombardia","AVTYPE_H60OVER_M","male","THV","thousands value","2018","2018",216,,
"ITC4","Lombardia","AVTYPE_H60OVER_M","male","THV","thousands value","2019","2019",229,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2018","2018",22,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_HAGG","households with aggregates or more nucleus","THV","thousands value","2019","2019",23,,
"ITD2","Provincia Autonoma Trento","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2018","2018",50,,
"ITD2","Provincia Autonoma Trento","AVTYPE_HUNMCH","unmarried children aged 18-30 years","THV","thousands value","2019","2019",54,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",14,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",15,,
"ITG1","Sicilia","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2018","2018",34.1,,
"ITG1","Sicilia","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2019","2019",36.5,,
"ITE4","Lazio","AVTYPE_HNOCHI","couples without children","THV","thousands value","2018","2018",477,,
"ITE4","Lazio","AVTYPE_HNOCHI","couples without children","THV","thousands value","2019","2019",437,,
"ITE2","Umbria","AVTYPE_HNOCHI","couples without children","THV","thousands value","2018","2018",89,,
"ITE2","Umbria","AVTYPE_HNOCHI","couples without children","THV","thousands value","2019","2019",90,,
"8","10,001 - 50,000 inhab.","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",67.1,,
"8","10,001 - 50,000 inhab.","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",68,,
"ITCD","Nord","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2018","2018",15.1,,
"ITCD","Nord","AVTYPE_HONEP","one parent","HSC_N","per 100 nucleus with the same characteristics","2019","2019",14.8,,
"9","50,001 inhab. and over","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",50.5,,
"9","50,001 inhab. and over","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",49.9,,
"ITG1","Sicilia","AVTYPE_H60OVER_T","total","THV","thousands value","2018","2018",348,,
"ITG1","Sicilia","AVTYPE_H60OVER_T","total","THV","thousands value","2019","2019",363,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2018","2018",4,,
"ITD4","Friuli-Venezia Giulia","AVTYPE_HAGG","households with aggregates or more nucleus","HSC_F","per 100 households with the same characteristics","2019","2019",4.2,,
"ITCD","Nord","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2018","2018",37,,
"ITCD","Nord","AVTYPE_H60OVER_M","male","HSC_S","per 100 singles with the same characteristics","2019","2019",37.6,,
"ITFG","Mezzogiorno","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",27.6,,
"ITFG","Mezzogiorno","AVTYPE_HNOCHI","couples without children","HSC_N","per 100 nucleus with the same characteristics","2019","2019",26.9,,
"ITG","Isole","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2018","2018",70.8,,
"ITG","Isole","AVTYPE_H60OVER_F","female","HSC_S","per 100 singles with the same characteristics","2019","2019",71.6,,
"ITCD","Nord","AVTYPE_H60OVER_T","total","THV","thousands value","2018","2018",2304,,
"ITCD","Nord","AVTYPE_H60OVER_T","total","THV","thousands value","2019","2019",2322,,
"ITG","Isole","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",168,,
"ITG","Isole","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",144,,
"8","10,001 - 50,000 inhab.","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2018","2018",368,,
"8","10,001 - 50,000 inhab.","AVTYPE_H5MORE","households with 5 members or more","THV","thousands value","2019","2019",354,,
"3","metropolitan area - suburbs","HOUSE_1PBIS","single persons","THV","thousands value","2018","2018",943,,
"3","metropolitan area - suburbs","HOUSE_1PBIS","single persons","THV","thousands value","2019","2019",1019,,
"ITF2","Molise","HOUSE_1PBIS","single persons","THV","thousands value","2018","2018",47,,
"ITF2","Molise","HOUSE_1PBIS","single persons","THV","thousands value","2019","2019",42,,
"ITE4","Lazio","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2018","2018",49.7,,
"ITE4","Lazio","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2019","2019",52.9,,
"ITFG","Mezzogiorno","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2018","2018",55.2,,
"ITFG","Mezzogiorno","AVTYPE_H60OVER_T","total","HSC_S","per 100 singles with the same characteristics","2019","2019",55.9,,
"6","until 2,000 inhab.","AVTYPE_HNOCHI","couples without children","THV","thousands value","2018","2018",338,,
"6","until 2,000 inhab.","AVTYPE_HNOCHI","couples without children","THV","thousands value","2019","2019",341,,
"ITF2","Molise","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2018","2018",75.8,,
"ITF2","Molise","AVTYPE_HUNMCH","unmarried children aged 18-30 years","HSC_G","per 100 young aged 18-30 years with the same characteristics","2019","2019",77,,
"9","50,001 inhab. and over","AVTYPE_COMP","average number of members","AVE","average","2018","2018",2.3,,
"9","50,001 inhab. and over","AVTYPE_COMP","average number of members","AVE","average","2019","2019",2.3,,
"ITD3","Veneto","HOUSE_1PBIS","single persons","THV","thousands value","2018","2018",616,,
"ITD3","Veneto","HOUSE_1PBIS","single persons","THV","thousands value","2019","2019",599,,
"ITE4","Lazio","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",322,,
"ITE4","Lazio","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",336,,
"2","metropolitan area - centre","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2018","2018",4.6,,
"2","metropolitan area - centre","AVTYPE_H5MORE","households with 5 members or more","HSC_F","per 100 households with the same characteristics","2019","2019",4.1,,
"ITG","Isole","AVTYPE_HYESCHI","couples with children","THV","thousands value","2018","2018",1028,,
"ITG","Isole","AVTYPE_HYESCHI","couples with children","THV","thousands value","2019","2019",1019,,
"ITE2","Umbria","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",56,,
"ITE2","Umbria","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",55,,
"ITFG","Mezzogiorno","AVTYPE_H60OVER_F","female","THV","thousands value","2018","2018",959,,
"ITFG","Mezzogiorno","AVTYPE_H60OVER_F","female","THV","thousands value","2019","2019",986,,
"ITD1","Provincia Autonoma Bolzano / Bozen","AVTYPE_HYESCHI","couples with children","HSC_N","per 100 nucleus with the same characteristics","2018","2018",53,,
